europeana_id,dcFormat,dctermsExtent,dcPublisher,dcRights,dcSource
/669/item_KCGMYFJFRYFXCGNSQRSFZAAFMZU2IQG4,Porzellan (Material/Technik),"H. mit Deckel: 9,2 cm, H. ohne Deckel: 7,0 cm, B. 15,6 cm, T. 9,3 cm, B. Fuß: 4,3 cm, T. Fuß: 4,5 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_KE7TVRPVFXNUEPLTUCWHIJGDAFNGZ7WD,Böttgerporzellan (Material/Technik),"H. 14,9 cm, B. (Tülle bestoßen): 13,2 cm, T. 7,8 cm, B. Fuß: 8,3 cm, T. Fuß: 6,9 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_KENE5WZ7ZGHHZ6CWTOKK3OLX4FH62BYV,Unterglasurfarbe (Material/Technik); bemalt (Material/Technik),"H. ohne Deckel: 8,9 cm, L. 17,3 cm, B. 9,9 cm, D. Fuß: 7,9 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_KINIVCJ5SGOOMONEK4Z4SUOGODNXZBCI,Unterglasurfarbe (Material/Technik),"H. mit Deckel: 11,3 cm, H. ohne Deckel: 9,4 cm, B. 16,8 cm, T. 10,6 cm, D. Fuß: 8,2 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_KKKOHHVZ54NVJ2RTXKQ3UCFG27VT6KVH,Böttgersteinzeug (Material/Technik),"H. mit Deckel: 8,9 cm, H. ohne Deckel: 7,4 cm, B. 13,6 cm, T. 9,1 cm, D. Fuß: 4,9 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_KMRTVEMKT76EIFOPJGNZMZTBD3J4EUMJ,Steinzeug (Material/Technik),"H. mit Deckel: 8,4 cm, H. ohne Deckel: 6,5 cm, B. 12,1 cm, T. 8,5 cm, D. Fuß: 4,5 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_KONHSMB4GHMQGSQETJJ3TYQ7MLVJYD5E,Porzellan (Material/Technik),"H. 7,7 cm, L. 14,6 cm, D. 9,3 cm, D. Fuß 5,5 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_KPLA2EPMDCTBKMU4YVPO3OWXWKWNQPK5,Porzellan (Material/Technik),"H. 13,4 cm, B. 12,9 cm, T. 6,1 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_KPQEBCWGZZIVJR3H3S5CRVWK7RQOIBII,Unterglasurfarbe (Material/Technik),"H. mit Deckel: 10,7 cm, H. ohne Deckel: 7,6 cm, L. 14,7 cm, B. 9,4 cm, D. mit Fuß: 5,5 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_L4IDEX22QWUF2UHHEGMDR7EGDRMFKEZF,Porzellan (Material/Technik),"H. mit Deckel: 11,5 cm, H. ohne Deckel: 9,2 cm, B. (Tülle bestoßen): 17,6 cm, T. 10,6 cm, D. Fuß: 6,1 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_LGAFLJZU5VANRPIFFCGZIVTOGH2QHQA7,Porzellan (Material/Technik),"H. mit Deckel: 7,8 cm, H. ohne Deckel: 6,5 cm, L. 11,2 cm, D. 6,9 cm, D. Fuß: 4,4 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_LHHRNMOYYPQBEDP6Q673FBAJFVZ7JFT7,Porzellan (Material/Technik),"H. 8,7 cm, B. 16,2 cm, D. 9,6 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_LMJX3E453VHYV3ISSBCYCOBUNT74AG6B,Böttgersteinzeug (Material/Technik),"H. mit Deckel: 11,5 cm, H. ohne Deckel: 9,7 cm, B. 14,8 cm, T. 10,8 cm, D. Fuß: 5,8 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_LZYHVE6VZJTOXG3KV7UEZRF6XA4CIRTX,Böttgersteinzeug (Material/Technik); geschliffen (Material/Technik),"H. mit Deckel: 9,4 cm, H. 9,1 cm, B. 16,3 cm, T. 10,8 cm, B. Fuß: 6,9 cm, T. Fuß: 6,8 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_M3CQOD2SKBAOOKTDHS2DHZG6RWP2K4IK,Porzellan (Material/Technik),"H. mit Deckel: 11,1 cm, H. ohne Deckel: 9,6 cm, B. 17,2 cm, T. 11,5 cm: B. Fuß: 7,6 cm, T. Fuß: 6,7 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_M3U7C7U2FSHWAHR6AXQKAATN7SERUTCU,Porzellan (Material/Technik),"H. 11,4 cm, L. 19,7 cm, L. Fuß: 9,7 cm, B. Fuß: 7,6 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_M7QGNEQ65WXKSLXWCMNFTH65N4V3AQ3D,Unterglasurfarbe (Material/Technik); bemalt (Material/Technik),"H. mit Deckel: 10,1 cm, H. ohne Deckel: 8,5 cm, L. 15,9 cm, D. 10,2 cm, D. Fuß: 6,0 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_MBSIC4TQDLDADGQDO4SBN52HNSLZ3IMA,Böttgersteinzeug (Material/Technik),"H. mit Deckel: 8,0 cm, H. ohne Deckel: 7,2 cm, B. (Tülle bestoßen): 14,8 cm, T. 10,9 cm, D. Fuß: 6,3 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_MDGLFMMC4NJ27HJHGLHBOGMKUYSXE3MK,modelliert (Material/Technik); Ton (Material/Technik),"51,5 x 19 x 18 cm; Durchmesser der Kanne: 12 cm",,"GRASSI Museum für Völkerkunde zu Leipzig, Staatliche Kunstsammlungen Dresden",
/669/item_MHIZ3XTSCJHJQAWDXAF4EZA73BTY5IQ5,Steinzeug (Material/Technik),"H. mit Deckel: 9,2 cm, H. ohne Deckel: 7,9 cm, B. 13,6 cm, T. 8,9 cm, D. Fuß: 5,9 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_MJAYVR5N2FCI2CHRD4AOT4HZS5WEIKVF,Unterglasurfarbe (Material/Technik); bemalt (Material/Technik),"H. mit Deckel: 12,2 cm, H. ohne Deckel: 9,3 cm, D. 10,2 cm, D. Fuß: 6,1 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_MUWHUGZSVZMLPPLRGBOCZ5IQ76EAQXNJ,gegossen (Material/Technik); Zinn (Material/Technik),"23,9 x 15,5 x 11,3 cm",,"Kunstgewerbemuseum, Staatliche Kunstsammlungen Dresden",
/669/item_MWULFH3OPFLY6AEWBPVIZLA672YQY4Q7,Silber (Material/Technik),"H. mit Deckel: 12,1 cm, H. ohne Deckel: 8,5 cm, B. 14,9 cm, T. 11,3 cm, D. Fuß: 7,5 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_N33VMIR7YYGX5Y74GVWLCW5CJLH2YHJ5,Porzellan (Material/Technik),"H. mit Deckel: 10,4 cm, H. ohne Deckel: 8,2 cm, B. 16,2 cm, T. 10,6 cm, D. Fuß: 6,0 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_N3KW4LHFWDI76S63WMG3P7JFTRKNF3DW,Porzellan (Material/Technik),"H. 13,1 cm, L. 12,8 cm, D. 9,3 cm, D. Fuß: 6,0 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_N4MXLNENJGNU2Q2CHN4DH34SFNW34BDS,Papier (Material/Technik); Federzeichnung (Material/Technik),125 x 78 mm (Blatt),,"Kupferstich-Kabinett, Staatliche Kunstsammlungen Dresden",
/669/item_NNOXYWT52EDMJYBTNYEJARY4FAXKKKGW,Unterglasurfarbe (Material/Technik); bemalt (Material/Technik),"H. mit Deckel: 11,4 cm, H. ohne Deckel: 8,7 cm, L. 18,4 cm, D. 11,0 cm, D. Fuß: 6,6 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_NWXV3VMPWEYHGZEMO26KP3ZBIIOLJFPB,Gold (Material/Technik),"H. ohne Deckel: 8,8 cm, B. 16,7 cm, T. 12,6 cm, D. Fuß: 5,9 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_NZQ7BYEOSO2RLJ3CR3WJPK5SYEMYQFT7,gegossen (Material/Technik); Zinn (Material/Technik),"30,6 x 20,5 x 14,0 cm",,"Kunstgewerbemuseum, Staatliche Kunstsammlungen Dresden",
/669/item_O22SXGDQYBXCLR4VKL3VKFZ3BAJD6AQZ,Unterglasurfarbe (Material/Technik),"H. mit Deckel: 8,1 cm, H. ohne Deckel: 7,2 cm, B. 15,7 cm, T. 9,7 cm, D. Fuß: 5,5 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_O2NLWFLDPCGYRQZIHEGXF5WIC7HRGHG5,Porzellan (Material/Technik),"H. mit Deckel: 12,3 cm, H. ohne Deckel: 8,6 cm, L. 14,9 cm, D. 9,7 cm, D. Fuß: 6,0 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_O3CNUW6K5TCSXDEB6DNBFPMGKEM63CZO,Steinzeug (Material/Technik),"H. mit Deckel: 8,4 cm, H. ohne Deckel: 6,6 cm, B. 11,9 cm, T. 8,1 cm, D. Fuß: 4,4 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_OMTLLBZPHTOHPIODAX2T5JB7EGSEPRRH,Porzellan (Material/Technik),"H. mit Deckel: 12,1 cm, H. ohne Deckel: 8,7 cm, L. 15,1 cm, D. 10,6 cm, D. Fuß: 5,7 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_OWHD53W3RQGY4LIYAGHE2OUDLOGVDQ42,Unterglasurfarbe (Material/Technik),"H. mit Deckel: 11,4 cm, H. ohne Deckel: 8,7 cm, L. 16,6 cm, D. 11,3 cm, D. Fuß: 7,2 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_OY6DRNTWXTSILFDNXKYVUOAT2FDCQLG5,Unterglasurfarbe (Material/Technik),"H. 6,1 cm, B. 10,8 cm, D. 6,9 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_PAY4FH4IMGJ56HMVS3I2XXVJXOHMX3J7,Unterglasurfarbe (Material/Technik); montiert (Material/Technik),"H. mit Deckel: 8,0 cm, H. ohne Deckel: 6,1 cm, L. 13,8 cm, D. 8,3 cm, D. Fuß: 4,6 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_PQ6EGGJX2IZXT4DYMXHEAAML5FVBFFES,Porzellan (Material/Technik),"H. mit Deckel: 7,7 cm, H. ohne Deckel: 6,5 cm, B. 12,8 cm, T. 7,7 cm, D. Fuß: 4,2 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_Q5O6WRPBRAIUVE6CCMQ7TFYQFKIRW2HZ,Porzellan (Material/Technik),"H. 13,3 cm, B. 12,7 cm, T. 6,1 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_Q65HOIK7CSIVEFTMWF46YOFJKW7PC6HB,Böttgerporzellan (Material/Technik),"H. 26,1 cm, B. 23,4 cm, T. 14,9 cm, D. Fuß: 8,9 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_Q726YEBVF4EMWWL6WLKX2NQNF52DW3MD,gegossen (Material/Technik); Zinn (Material/Technik),"17,7 x 14,55 x 8,25 cm",,"Kunstgewerbemuseum, Staatliche Kunstsammlungen Dresden",
/669/item_QR7BJQ6WLT6ZAQKIMGX6GAPXDJO45B6E,Unterglasurfarbe (Material/Technik); montiert (Material/Technik),"H. mit Deckel: 9,7 cm, H. ohne Deckel: 6,5 cm, L. 13,5 cm, D. 9,1 cm, D. Fuß: 5,1 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_QRP54W6XTTBS7TFWLZQFS66UEISF6UWU,Unterglasurfarbe (Material/Technik); bemalt (Material/Technik),"H. mit Deckel: 10,3 cm, H. ohne Deckel: L. 16,0 cm, D. 10,4 cm, D. Fuß: 6,0 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_QUILFAP6XEAEAOOLFAGS6U23BBY26ZXK,Irdenware (Material/Technik); reliefiert (Material/Technik),"H. o.D. 11,5 cm; D. 11,9 cm; ; D. Fußring 6,2 cm; D. Öffnung 5,2 cm cm; H. Deckel 3,6 cm; D. Deckel 5,3 cm",,"Kunstgewerbemuseum, Staatliche Kunstsammlungen Dresden",
/669/item_R3XSW5OEB2FL5LOSAFZ6MOAQCCMXSSDD,Porzellan (Material/Technik),"H. 13,5 cm, B. 13,2 cm, T. 6,0 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_RC72VNSBH3GRVRHCBFBJ4WKNRZEFSTPB,Porzellan (Material/Technik),"H. mit Deckel: 11,4 cm, H. ohne Deckel: 9,1 cm, B. 16,1 cm, T. 9,3 cm, D. Fuß: 7,2 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_RCNO767K5MKXRVZ3JAVNEFWHSJF53VW3,Porzellan (Material/Technik),"H. mit Deckel: 7,4 cm, H. ohne Deckel: 5,9 cm, L. 10,8 cm, D. 6,8 cm, D. Fuß: 4,4 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_RMGKSZLKZPUBXK66QPO2LB6J2F32JAJO,Unterglasurfarbe (Material/Technik),"H. mit Deckel: 6,2 cm, H. ohne Deckel: 5,4 cm, L. 7,6 cm, D. 5,3 cm, D. Fuß: 3,0 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_RUQQQWL3R5DFK2V34VBEWDANV4VCUMDV,Böttgerporzellan (Material/Technik),"H. mit Deckel: 20,7 cm, H. ohne Deckel: 16,5 cm, B. 17,2 cm, T. 12,0 cm, D. Fuß: 6,3 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_RUZWPLBQN3BJMJLGVZ4ASPBUFWQPSCMX,Porzellan (Material/Technik),"H. mit Deckel: 7,6 cm, H. ohne Deckel: 6,1 cm, L. 10,4 cm, D. 6,7 cm, D. Fuß: 4,4 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_SLV5VSOU5L5RJ6UCMOQWWWXNLNQ5LMNU,Gold (Material/Technik),"H. mit Deckel: 12,3 cm, H. ohne Deckel: 8,5 cm, B. 14,7 cm, T. 11,2 cm, D. Fuß: 7,8 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_SMX5JBGMZA44OCSC7VHAF36OWJNX2JUE,Porzellan (Material/Technik),"H. mit Deckel: 12,0 cm, H. ohne Deckel: 10,5 cm, L. 10,0 cm, D. 7,8 cm, D. Fuß: 4,5 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_SUVWRZU255PTJI4PTRHIBGW2WH2KKRU3,Unterglasurfarbe (Material/Technik),"H. mit Deckel: 13,1 cm, H. ohne Deckel: 10,3 cm, L. 19,6 cm, D. 17,0 cm, D. Fuß: 7,3 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_T4R2UIIBUYYHAWLUXA7GRPVASFHDRH7B,Böttgersteinzeug (Material/Technik),"H. 13,3 cm, B. 11,6 cm, T. 8,1 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_TNODVL3T5AG3ETK6T7VZWBJGNOZQFGVB,Zinn (Material/Technik); geschmiedet (Material/Technik),"9 x 23,6 x 8,2 cm",,"GRASSI Museum für Völkerkunde zu Leipzig, Staatliche Kunstsammlungen Dresden",
/669/item_TSABAWCED635FXE4W7LEP6YTFFTPVSC2,Unterglasurfarbe (Material/Technik); bemalt (Material/Technik),"H. 21,0 cm, L. 19,1 cm, D. 10,0 cm, D. Fuß: 6,5 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_TSZTRWUKZFH3RGNZ634AESN3VAPHVDSW,Böttgerporzellan (Material/Technik),"H. mit Deckel: 15,8 cm, H. ohne Deckel: 12,6 cm, B. 16,9 cm, T. 13,2 cm, D. Fuß: 7,9 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_TUGBAGW57T5L6MZVMIUPHTL2XVDPGU3X,Böttgersteinzeug (Material/Technik),"H. mit Deckel (festgeklebt): 10,9 cm, B. (Tülle abgebrochen): 12,2 cm, T. 8,4 cm, D. Fuß: 6,5 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_UDZDEKJGL55YCANYO63KSYFHD2E5XHWN,Böttgersteinzeug (Material/Technik),"H. ohne Deckel: 8,0 cm, B. 14,1 cm, T. 9,2 cm, D. Fuß: 6,2 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_UFZP45HAZDXLBDEXY7LCN6LI35NQSR5V,Böttgersteinzeug (Material/Technik),"H. mit Deckel: 9,5 cm, H. ohne Deckel: 8,7 cm, B. (Tülle beschlagen): 15,0 cm, T. 12,7 cm, D. Fuß: 6,0 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_V2M5X3WZHANZYXJOOIWPT2P4UEP4ZIWQ,gegossen (Material/Technik); Zinn (Material/Technik),"17,6 x 22,8 x 13,2 cm",,"Kunstgewerbemuseum, Staatliche Kunstsammlungen Dresden",
/669/item_V5PQ25VWLHBKTELVBBB65HIWJDHH52L6,Silber (Material/Technik),"H. mit Deckel: 15,5 cm, H. ohne Deckel: 9,6 cm, B. 16,3 cm, T. 12,1 cm, D. Fuß: 7,9 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_V6THFZ7E225ZZW4OEGXLZHURGDIT7I3U,Böttgerporzellan (Material/Technik),"H. 14,9 cm, B. (Tülle bestoßen): 13,1 cm, T. 7,7 cm, B. Fuß: 8,2 cm, T. Fuß: 6,9 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_V77Q4TVT67RQBI3V4I3LACM2H7YGHLVK,Unterglasurfarbe (Material/Technik); bemalt (Material/Technik),"H. mit Deckel: 11 cm, H. ohne Deckel: 8,9 cm, L. 15,3 cm, B. 9,4 cm, D. Fuß: 7,3 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_VABJKSJ7KDLRP4GMDHRC7UNESCNC4EX5,Böttgersteinzeug (Material/Technik),"H. mit Deckel: 10,9 cm, H. ohne Deckel: 8,4 cm, B. 14,4 cm, T. 8,3 cm, D. Fuß: 6,5 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_VGIR66JUR4IMULOP3AXXAQGEAXG74CJL,Unterglasurfarbe (Material/Technik); bemalt (Material/Technik),"H. mit Deckel: 20,8 cm, H. ohne Deckel: 17,0 cm, L. 18,3 cm, B. 10,0 cm, D. Fuß: 9,0 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_VH6CB2BJNDEZOQRK6TGBFTQR4CLJTAG4,Böttgerporzellan (Material/Technik),"H. 15,0 cm,  cm, B. 13,3 cm, T. 7,6 cm, B. Fuß: 8,6 cm, T. Fuß: 7,2 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_VMHOYPWYGYQNRCZ5QD54RIB3E5VSH2KZ,Porzellan (Material/Technik),"H. 10,7 cm, B. 18,1 cm, D. 9,9 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_VN7YX5D7EH4CMOVPQO5BJFEEI6CRBAII,getrieben (Material/Technik); Messing (Material/Technik),"13 x 14,5 x 8 cm",,"GRASSI Museum für Völkerkunde zu Leipzig, Staatliche Kunstsammlungen Dresden",
/669/item_VSRZ3LMR77GR5OHTTY5266DEQVYK3VY4,Böttgersteinzeug (Material/Technik),"H. mit Deckel: 9,9 cm, H. ohne Deckel: 8,4 cm, B. 13,2 cm, T. 8,5 cm, B. Fuß: 6,3 cm, T. Fuß: 6,2 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_VTQHWZ7TW2B7PKXF65PBTCQAEP2IKXUW,Steinzeug (Material/Technik),"H. mit Deckel (Knauf bestoßen): 19,4 cm, H. ohne Deckel: 15,9 cm, B. 16,3 cm, T. 10,7 cm, D. Fuß: 7,0 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_VTQL4TCJQCEP4DVZ6NKSGXL4H6YW3AWY,graviert (Material/Technik); Zinn (Material/Technik),"16,5 x 11,75 x 8,0 cm",,"Kunstgewerbemuseum, Staatliche Kunstsammlungen Dresden",
/669/item_VTS7GMVBJCH4KCNLMHFHUEZ4DRQEEN6U,graviert (Material/Technik); Zinn (Material/Technik),"12,6 x 21,5 x 15,65 cm",,"Kunstgewerbemuseum, Staatliche Kunstsammlungen Dresden",
/669/item_W3OGQ6I5WFNH4TA2ZIL6FU4LFVPETF7Q,vergoldet (Material/Technik); Silber (Material/Technik),"H 29,2 cm, B 31,7 cm; Rechaud: H 8,3 cm, Dm 18,4 cm",,"Grünes Gewölbe, Staatliche Kunstsammlungen Dresden",
/669/item_WAMEOJQGKMUH6VFFUK6R7PMABHRXIEYW,Unterglasurfarbe (Material/Technik); montiert (Material/Technik),"H. mit Deckel: 9,5 cm, H. ohne Deckel: 7,9 cm, L. 17,0 cm, D. 10,0 cm, D. Fuß: 5,4 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_WMAFKIRPYQIR435ENZX6EU45XAQG6E4A,Unterglasurfarbe (Material/Technik); bemalt (Material/Technik),"H. mit Deckel: 10,7 cm, H. ohne Deckel: 9,0 cm, L. 15,9 cm, D. 10,4 cm, D. Fuß: 6,2 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_WOXXIJXEY74SOEDTQHFQDYQ6W2IQGEBP,Böttgersteinzeug (Material/Technik),"H. mit Deckel (montiert): 15,3 cm, B. 12,5 cm, T. 7,0 cm, B. Fuß: 4,6  cm, T. Fuß: 4,6 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_WQAYE664AO2TU3GJXR3UPNN4CZ3FUOGH,graviert (Material/Technik); Zinn (Material/Technik),"20,9 x 25,5 x 15,9 cm",,"Kunstgewerbemuseum, Staatliche Kunstsammlungen Dresden",
/669/item_WVQOZCETJ43HXH5F474OSDQXYJWCS7XW,Unterglasurfarbe (Material/Technik); bemalt (Material/Technik),"H. mit Deckel: 16,8 cm, H. ohne Deckel: 14 cm, L. 13,1 cm, B. 13,4 cm, D. Fuß: 6,1 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_WZJXZL6JCTH4JLBGSSQC2QEJFGSCJV72,Böttgerporzellan (Material/Technik),"H. mit Deckel: 12,3 cm, H. ohne Deckel: 9,0 cm, B. 16,3 cm, T. 11,2 cm, D. Fuß: 6,3 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_X2W6HD7CDLPNFZNJUBARWK47K624XMO2,Böttgersteinzeug (Material/Technik),"H. mit Deckel: 14,1 cm, H. ohne Deckel: 12,6 cm, B. 17,1 cm, T. 11,0 cm, D. Fuß: 8,6 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_X4FSKAMWNYCD7SU57N3I3VR34DUN27DX,Unterglasurfarbe (Material/Technik); Kaltmalerei (Material/Technik),"H. mit Deckel: 6,3 cm, H. ohne Deckel: 3,8 cm, L. 10,2 cm, D. 6,9 cm, D. Fuß: 3,5 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_XBW2SQEDH4Y2OPLMVXKKSF2XKS3LCJNG,Böttgersteinzeug (Material/Technik),"H. ohne Deckel: 7,5 cm, B. 13,8 cm, T. 8,7 cm, D. Fuß: 4,9 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_XFFWVXBTZ5HYC77P2TWLSR37XBOYKB35,Kaltmalerei (Material/Technik); Steinzeug (Material/Technik),"H. 7,7 cm, D. 11,3 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_XJIYLLQPPMBDOSVOEUK74XANI2IH6VJG,Böttgersteinzeug (Material/Technik),"H. mit Deckel: 18,3 cm, H. ohne Deckel: 15,0 cm, B. (Schnaupe bestoßen): 12,6 cm, T. 10,4 cm, D. Fuß: 7,2 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_Y5HIKT6AZFA3OMBWNVWESJVKIK7JC7N4,Böttgersteinzeug (Material/Technik),"H. ohne Deckel: 7,6 cm, B. 12,5 cm, T. 8,2 cm, D. Fuß: 4,0 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_Y6HNO7GZREVAQRC3YPIYJSF4JEWIKZSW,Böttgersteinzeug (Material/Technik),"H. mit Deckel: 9,6 cm, H. ohne Deckel: 8,3 cm, B. 14,6 cm, T. 8,8 cm, D. Fuß: 5,6 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_YEHWQUFXGQCJ3DTW72NDS4OGBPM7PCKT,Böttgerporzellan (Material/Technik),"H. mit Deckel (fest montiert): 15,1 cm, B. 17,5 cm, T. 10,1 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_YMOJ6WHJG52PSPHA7NJUVHY2KDOFPWRN,Porzellan (Material/Technik),"H. mit Deckel: 12,3 cm, H. ohne Deckel: 10,6 cm, B. (Tülle bestoßen): 20,6 cm, T. 11,8 cm, B. Fuß: 9,8 cm, T. Fuß: 7,4 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_YQM6UYJITG3JVAXYBOZ5PZK46NQAJL3S,Böttgerporzellan (Material/Technik),"H. ohne Deckel: 9,9 cm, B. (Tülle bestoßen): 17,0 cm, T. 11,5 cm, D. Fuß: 5,8 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_YWBAXEDK25D6IEEELZ7MPYCR4XCY5EDS,Unterglasurfarbe (Material/Technik),"H. mit Deckel: 11,2 cm, H. ohne Deckel: 9,6 cm, B. 17,2 cm, T. 10,8 cm, D. Fuß: 8,0 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_Z5AGN62DRYZOXBNEFDSJBTDHLHAEVY3L,Unterglasurfarbe (Material/Technik),"H. mit Deckel: 16,0 cm, H. ohne Deckel: 13,0 cm, L. 21,8 cm, D. 17,0 cm, D. Fuß: 7,5 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
/669/item_Z7463Y5TZPRE2Y4FOANTEZFMWOOQX6YD,feuervergoldet (Material/Technik); Silber (Material/Technik),"Kanne: H 31,0 cm, Dm Fuß 19,0 cm; Rechaud: H 8,5 cm, B Fuß 19,2 cm; Gesamtgewicht: 4770 g",,"Grünes Gewölbe, Staatliche Kunstsammlungen Dresden",
/669/item_ZAWO7E3BHBDTJFRHMWT3GYH4VR6LHLX7,Porzellan (Material/Technik),"H. mit Deckel (mit Kette montiert): 10,4 cm, H. ohne Deckel: 8,2 cm, B. 16,5 cm, T. 10,7 cm, B. Fuß: 4,8 cm, T. Fuß: 4,7 cm",,"Porzellansammlung, Staatliche Kunstsammlungen Dresden",
